"bigram","n","year","score","category"
NA,3504,2016,2,"Restaurants"
NA,3486,2016,2,"Restaurants"
NA,3379,2016,2,"Restaurants"
NA,3366,2016,2,"Restaurants"
NA,3334,2016,2,"Restaurants"
NA,3334,2016,2,"Restaurants"
NA,3251,2016,2,"Restaurants"
NA,3245,2016,2,"Restaurants"
NA,3186,2016,2,"Restaurants"
NA,3106,2016,2,"Restaurants"
NA,3087,2016,2,"Restaurants"
NA,3010,2016,2,"Restaurants"
NA,3007,2016,2,"Restaurants"
NA,2967,2016,2,"Restaurants"
NA,2965,2016,2,"Restaurants"
NA,2934,2016,2,"Restaurants"
NA,2898,2016,2,"Restaurants"
NA,2887,2016,2,"Restaurants"
NA,2835,2016,2,"Restaurants"
NA,2829,2016,2,"Restaurants"
NA,2801,2016,2,"Restaurants"
NA,2759,2016,2,"Restaurants"
NA,2676,2016,2,"Restaurants"
NA,2672,2016,2,"Restaurants"
NA,2646,2016,2,"Restaurants"
NA,2629,2016,2,"Restaurants"
NA,2604,2016,2,"Restaurants"
NA,2593,2016,2,"Restaurants"
NA,2589,2016,2,"Restaurants"
NA,2583,2016,2,"Restaurants"
NA,2582,2016,2,"Restaurants"
NA,605,2016,2,"Shopping"
NA,192,2016,2,"Shopping"
NA,145,2016,2,"Shopping"
NA,138,2016,2,"Shopping"
NA,136,2016,2,"Shopping"
NA,79,2016,2,"Shopping"
NA,75,2016,2,"Shopping"
NA,74,2016,2,"Shopping"
NA,72,2016,2,"Shopping"
NA,64,2016,2,"Shopping"
NA,57,2016,2,"Shopping"
NA,57,2016,2,"Shopping"
NA,53,2016,2,"Shopping"
NA,52,2016,2,"Shopping"
NA,52,2016,2,"Shopping"
NA,48,2016,2,"Shopping"
NA,46,2016,2,"Shopping"
NA,44,2016,2,"Shopping"
NA,44,2016,2,"Shopping"
NA,42,2016,2,"Shopping"
NA,40,2016,2,"Shopping"
NA,39,2016,2,"Shopping"
NA,39,2016,2,"Shopping"
NA,38,2016,2,"Shopping"
NA,38,2016,2,"Shopping"
NA,37,2016,2,"Shopping"
NA,37,2016,2,"Shopping"
NA,36,2016,2,"Shopping"
NA,35,2016,2,"Shopping"
NA,34,2016,2,"Shopping"
NA,33,2016,2,"Shopping"
NA,33,2016,2,"Shopping"
NA,32,2016,2,"Shopping"
NA,32,2016,2,"Shopping"
NA,32,2016,2,"Shopping"
NA,30,2016,2,"Shopping"
NA,30,2016,2,"Shopping"
NA,30,2016,2,"Shopping"
NA,30,2016,2,"Shopping"
NA,29,2016,2,"Shopping"
NA,29,2016,2,"Shopping"
NA,29,2016,2,"Shopping"
NA,28,2016,2,"Shopping"
NA,28,2016,2,"Shopping"
NA,28,2016,2,"Shopping"
NA,27,2016,2,"Shopping"
NA,27,2016,2,"Shopping"
NA,27,2016,2,"Shopping"
NA,27,2016,2,"Shopping"
NA,27,2016,2,"Shopping"
NA,27,2016,2,"Shopping"
NA,27,2016,2,"Shopping"
NA,26,2016,2,"Shopping"
NA,25,2016,2,"Shopping"
NA,25,2016,2,"Shopping"
NA,25,2016,2,"Shopping"
NA,24,2016,2,"Shopping"
NA,24,2016,2,"Shopping"
NA,24,2016,2,"Shopping"
NA,24,2016,2,"Shopping"
NA,23,2016,2,"Shopping"
NA,23,2016,2,"Shopping"
NA,23,2016,2,"Shopping"
NA,23,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,22,2016,2,"Shopping"
NA,21,2016,2,"Shopping"
NA,21,2016,2,"Shopping"
NA,21,2016,2,"Shopping"
NA,20,2016,2,"Shopping"
NA,20,2016,2,"Shopping"
NA,20,2016,2,"Shopping"
NA,20,2016,2,"Shopping"
NA,20,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,19,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,18,2016,2,"Shopping"
NA,17,2016,2,"Shopping"
NA,17,2016,2,"Shopping"
NA,17,2016,2,"Shopping"
NA,1783,2016,3,"Active Life"
NA,1173,2016,3,"Active Life"
NA,815,2016,3,"Active Life"
NA,442,2016,3,"Active Life"
NA,430,2016,3,"Active Life"
NA,403,2016,3,"Active Life"
NA,383,2016,3,"Active Life"
NA,363,2016,3,"Active Life"
NA,358,2016,3,"Active Life"
NA,298,2016,3,"Active Life"
NA,269,2016,3,"Active Life"
NA,251,2016,3,"Active Life"
NA,240,2016,3,"Active Life"
NA,239,2016,3,"Active Life"
NA,226,2016,3,"Active Life"
NA,226,2016,3,"Active Life"
NA,211,2016,3,"Active Life"
NA,207,2016,3,"Active Life"
NA,192,2016,3,"Active Life"
NA,192,2016,3,"Active Life"
NA,191,2016,3,"Active Life"
NA,189,2016,3,"Active Life"
NA,188,2016,3,"Active Life"
NA,187,2016,3,"Active Life"
NA,187,2016,3,"Active Life"
NA,183,2016,3,"Active Life"
NA,177,2016,3,"Active Life"
NA,176,2016,3,"Active Life"
NA,175,2016,3,"Active Life"
NA,174,2016,3,"Active Life"
NA,164,2016,3,"Active Life"
NA,162,2016,3,"Active Life"
NA,161,2016,3,"Active Life"
NA,157,2016,3,"Active Life"
NA,156,2016,3,"Active Life"
NA,153,2016,3,"Active Life"
NA,152,2016,3,"Active Life"
NA,148,2016,3,"Active Life"
NA,147,2016,3,"Active Life"
NA,143,2016,3,"Active Life"
NA,141,2016,3,"Active Life"
NA,141,2016,3,"Active Life"
NA,141,2016,3,"Active Life"
NA,135,2016,3,"Active Life"
NA,131,2016,3,"Active Life"
NA,130,2016,3,"Active Life"
NA,128,2016,3,"Active Life"
NA,128,2016,3,"Active Life"
NA,126,2016,3,"Active Life"
NA,124,2016,3,"Active Life"
NA,124,2016,3,"Active Life"
NA,124,2016,3,"Active Life"
NA,122,2016,3,"Active Life"
NA,121,2016,3,"Active Life"
NA,120,2016,3,"Active Life"
NA,119,2016,3,"Active Life"
NA,117,2016,3,"Active Life"
NA,116,2016,3,"Active Life"
NA,112,2016,3,"Active Life"
NA,111,2016,3,"Active Life"
NA,110,2016,3,"Active Life"
NA,109,2016,3,"Active Life"
NA,106,2016,3,"Active Life"
NA,106,2016,3,"Active Life"
NA,104,2016,3,"Active Life"
NA,104,2016,3,"Active Life"
NA,103,2016,3,"Active Life"
NA,103,2016,3,"Active Life"
NA,102,2016,3,"Active Life"
NA,101,2016,3,"Active Life"
NA,98,2016,3,"Active Life"
NA,98,2016,3,"Active Life"
NA,98,2016,3,"Active Life"
NA,98,2016,3,"Active Life"
NA,95,2016,3,"Active Life"
NA,95,2016,3,"Active Life"
NA,93,2016,3,"Active Life"
NA,91,2016,3,"Active Life"
NA,89,2016,3,"Active Life"
NA,79,2016,3,"Active Life"
NA,76,2016,3,"Active Life"
NA,72,2016,3,"Active Life"
NA,72,2016,3,"Active Life"
NA,70,2016,3,"Active Life"
NA,69,2016,3,"Active Life"
NA,67,2016,3,"Active Life"
NA,65,2016,3,"Active Life"
NA,65,2016,3,"Active Life"
NA,64,2016,3,"Active Life"
NA,63,2016,3,"Active Life"
NA,63,2016,3,"Active Life"
NA,62,2016,3,"Active Life"
NA,58,2016,3,"Active Life"
NA,58,2016,3,"Active Life"
NA,55,2016,3,"Active Life"
NA,54,2016,3,"Active Life"
NA,54,2016,3,"Active Life"
NA,53,2016,3,"Active Life"
NA,53,2016,3,"Active Life"
NA,52,2016,3,"Active Life"
NA,2343,2016,3,"Arts & Entertainment"
NA,1646,2016,3,"Arts & Entertainment"
NA,909,2016,3,"Arts & Entertainment"
NA,761,2016,3,"Arts & Entertainment"
NA,682,2016,3,"Arts & Entertainment"
NA,678,2016,3,"Arts & Entertainment"
NA,617,2016,3,"Arts & Entertainment"
NA,512,2016,3,"Arts & Entertainment"
NA,434,2016,3,"Arts & Entertainment"
NA,424,2016,3,"Arts & Entertainment"
NA,384,2016,3,"Arts & Entertainment"
NA,337,2016,3,"Arts & Entertainment"
NA,332,2016,3,"Arts & Entertainment"
NA,330,2016,3,"Arts & Entertainment"
NA,329,2016,3,"Arts & Entertainment"
NA,322,2016,3,"Arts & Entertainment"
NA,318,2016,3,"Arts & Entertainment"
NA,311,2016,3,"Arts & Entertainment"
NA,298,2016,3,"Arts & Entertainment"
NA,290,2016,3,"Arts & Entertainment"
NA,284,2016,3,"Arts & Entertainment"
NA,279,2016,3,"Arts & Entertainment"
NA,274,2016,3,"Arts & Entertainment"
NA,269,2016,3,"Arts & Entertainment"
NA,261,2016,3,"Arts & Entertainment"
NA,257,2016,3,"Arts & Entertainment"
NA,251,2016,3,"Arts & Entertainment"
NA,248,2016,3,"Arts & Entertainment"
NA,242,2016,3,"Arts & Entertainment"
NA,238,2016,3,"Arts & Entertainment"
NA,237,2016,3,"Arts & Entertainment"
NA,237,2016,3,"Arts & Entertainment"
NA,237,2016,3,"Arts & Entertainment"
NA,234,2016,3,"Arts & Entertainment"
NA,233,2016,3,"Arts & Entertainment"
NA,232,2016,3,"Arts & Entertainment"
NA,232,2016,3,"Arts & Entertainment"
NA,228,2016,3,"Arts & Entertainment"
NA,227,2016,3,"Arts & Entertainment"
NA,227,2016,3,"Arts & Entertainment"
NA,224,2016,3,"Arts & Entertainment"
NA,211,2016,3,"Arts & Entertainment"
NA,205,2016,3,"Arts & Entertainment"
NA,203,2016,3,"Arts & Entertainment"
NA,203,2016,3,"Arts & Entertainment"
NA,199,2016,3,"Arts & Entertainment"
NA,196,2016,3,"Arts & Entertainment"
NA,194,2016,3,"Arts & Entertainment"
NA,194,2016,3,"Arts & Entertainment"
NA,194,2016,3,"Arts & Entertainment"
NA,188,2016,3,"Arts & Entertainment"
NA,185,2016,3,"Arts & Entertainment"
NA,184,2016,3,"Arts & Entertainment"
NA,183,2016,3,"Arts & Entertainment"
NA,182,2016,3,"Arts & Entertainment"
NA,180,2016,3,"Arts & Entertainment"
NA,178,2016,3,"Arts & Entertainment"
NA,178,2016,3,"Arts & Entertainment"
NA,175,2016,3,"Arts & Entertainment"
NA,171,2016,3,"Arts & Entertainment"
NA,168,2016,3,"Arts & Entertainment"
NA,166,2016,3,"Arts & Entertainment"
NA,165,2016,3,"Arts & Entertainment"
NA,165,2016,3,"Arts & Entertainment"
NA,165,2016,3,"Arts & Entertainment"
NA,165,2016,3,"Arts & Entertainment"
NA,163,2016,3,"Arts & Entertainment"
NA,163,2016,3,"Arts & Entertainment"
NA,160,2016,3,"Arts & Entertainment"
NA,159,2016,3,"Arts & Entertainment"
NA,158,2016,3,"Arts & Entertainment"
NA,156,2016,3,"Arts & Entertainment"
NA,154,2016,3,"Arts & Entertainment"
NA,153,2016,3,"Arts & Entertainment"
NA,152,2016,3,"Arts & Entertainment"
NA,150,2016,3,"Arts & Entertainment"
NA,150,2016,3,"Arts & Entertainment"
NA,146,2016,3,"Arts & Entertainment"
NA,134,2016,3,"Arts & Entertainment"
NA,121,2016,3,"Arts & Entertainment"
NA,120,2016,3,"Arts & Entertainment"
NA,115,2016,3,"Arts & Entertainment"
NA,109,2016,3,"Arts & Entertainment"
NA,96,2016,3,"Arts & Entertainment"
NA,92,2016,3,"Arts & Entertainment"
NA,91,2016,3,"Arts & Entertainment"
NA,88,2016,3,"Arts & Entertainment"
NA,85,2016,3,"Arts & Entertainment"
NA,83,2016,3,"Arts & Entertainment"
NA,79,2016,3,"Arts & Entertainment"
NA,79,2016,3,"Arts & Entertainment"
NA,75,2016,3,"Arts & Entertainment"
NA,75,2016,3,"Arts & Entertainment"
NA,74,2016,3,"Arts & Entertainment"
NA,74,2016,3,"Arts & Entertainment"
NA,74,2016,3,"Arts & Entertainment"
NA,73,2016,3,"Arts & Entertainment"
NA,73,2016,3,"Arts & Entertainment"
NA,72,2016,3,"Arts & Entertainment"
NA,72,2016,3,"Arts & Entertainment"
NA,4072,2016,3,"Automotive"
NA,2788,2016,3,"Automotive"
NA,1932,2016,3,"Automotive"
NA,1521,2016,3,"Automotive"
NA,985,2016,3,"Automotive"
NA,769,2016,3,"Automotive"
NA,716,2016,3,"Automotive"
NA,704,2016,3,"Automotive"
NA,576,2016,3,"Automotive"
NA,557,2016,3,"Automotive"
NA,503,2016,3,"Automotive"
NA,502,2016,3,"Automotive"
NA,492,2016,3,"Automotive"
NA,425,2016,3,"Automotive"
NA,409,2016,3,"Automotive"
NA,407,2016,3,"Automotive"
NA,400,2016,3,"Automotive"
NA,389,2016,3,"Automotive"
NA,354,2016,3,"Automotive"
NA,348,2016,3,"Automotive"
NA,347,2016,3,"Automotive"
NA,328,2016,3,"Automotive"
NA,328,2016,3,"Automotive"
NA,315,2016,3,"Automotive"
NA,315,2016,3,"Automotive"
NA,312,2016,3,"Automotive"
NA,307,2016,3,"Automotive"
NA,300,2016,3,"Automotive"
NA,298,2016,3,"Automotive"
NA,296,2016,3,"Automotive"
NA,285,2016,3,"Automotive"
NA,279,2016,3,"Automotive"
NA,277,2016,3,"Automotive"
NA,272,2016,3,"Automotive"
NA,261,2016,3,"Automotive"
NA,256,2016,3,"Automotive"
NA,253,2016,3,"Automotive"
NA,252,2016,3,"Automotive"
NA,251,2016,3,"Automotive"
NA,249,2016,3,"Automotive"
NA,247,2016,3,"Automotive"
NA,242,2016,3,"Automotive"
NA,240,2016,3,"Automotive"
NA,236,2016,3,"Automotive"
NA,234,2016,3,"Automotive"
NA,218,2016,3,"Automotive"
NA,215,2016,3,"Automotive"
NA,214,2016,3,"Automotive"
NA,214,2016,3,"Automotive"
NA,212,2016,3,"Automotive"
NA,211,2016,3,"Automotive"
NA,208,2016,3,"Automotive"
NA,206,2016,3,"Automotive"
NA,205,2016,3,"Automotive"
NA,203,2016,3,"Automotive"
NA,201,2016,3,"Automotive"
NA,192,2016,3,"Automotive"
NA,191,2016,3,"Automotive"
NA,188,2016,3,"Automotive"
NA,185,2016,3,"Automotive"
NA,185,2016,3,"Automotive"
NA,184,2016,3,"Automotive"
NA,175,2016,3,"Automotive"
NA,174,2016,3,"Automotive"
NA,173,2016,3,"Automotive"
NA,172,2016,3,"Automotive"
NA,169,2016,3,"Automotive"
NA,169,2016,3,"Automotive"
NA,168,2016,3,"Automotive"
NA,165,2016,3,"Automotive"
NA,163,2016,3,"Automotive"
NA,162,2016,3,"Automotive"
NA,157,2016,3,"Automotive"
NA,154,2016,3,"Automotive"
NA,152,2016,3,"Automotive"
NA,145,2016,3,"Automotive"
NA,142,2016,3,"Automotive"
NA,142,2016,3,"Automotive"
NA,141,2016,3,"Automotive"
NA,139,2016,3,"Automotive"
NA,138,2016,3,"Automotive"
NA,137,2016,3,"Automotive"
NA,137,2016,3,"Automotive"
NA,131,2016,3,"Automotive"
NA,100,2016,3,"Automotive"
NA,93,2016,3,"Automotive"
NA,92,2016,3,"Automotive"
NA,87,2016,3,"Automotive"
NA,81,2016,3,"Automotive"
NA,81,2016,3,"Automotive"
NA,80,2016,3,"Automotive"
NA,80,2016,3,"Automotive"
NA,79,2016,3,"Automotive"
NA,77,2016,3,"Automotive"
NA,77,2016,3,"Automotive"
NA,76,2016,3,"Automotive"
NA,75,2016,3,"Automotive"
NA,73,2016,3,"Automotive"
NA,73,2016,3,"Automotive"
NA,73,2016,3,"Automotive"
NA,4749,2016,3,"Beauty & Spas"
NA,2425,2016,3,"Beauty & Spas"
NA,2272,2016,3,"Beauty & Spas"
NA,1904,2016,3,"Beauty & Spas"
NA,1751,2016,3,"Beauty & Spas"
NA,1253,2016,3,"Beauty & Spas"
NA,1072,2016,3,"Beauty & Spas"
NA,958,2016,3,"Beauty & Spas"
NA,911,2016,3,"Beauty & Spas"
NA,900,2016,3,"Beauty & Spas"
NA,842,2016,3,"Beauty & Spas"
NA,793,2016,3,"Beauty & Spas"
NA,766,2016,3,"Beauty & Spas"
NA,729,2016,3,"Beauty & Spas"
NA,706,2016,3,"Beauty & Spas"
NA,705,2016,3,"Beauty & Spas"
NA,664,2016,3,"Beauty & Spas"
NA,595,2016,3,"Beauty & Spas"
NA,588,2016,3,"Beauty & Spas"
NA,580,2016,3,"Beauty & Spas"
NA,571,2016,3,"Beauty & Spas"
NA,566,2016,3,"Beauty & Spas"
NA,562,2016,3,"Beauty & Spas"
NA,543,2016,3,"Beauty & Spas"
NA,520,2016,3,"Beauty & Spas"
NA,504,2016,3,"Beauty & Spas"
NA,498,2016,3,"Beauty & Spas"
NA,493,2016,3,"Beauty & Spas"
NA,488,2016,3,"Beauty & Spas"
NA,458,2016,3,"Beauty & Spas"
NA,449,2016,3,"Beauty & Spas"
NA,448,2016,3,"Beauty & Spas"
NA,443,2016,3,"Beauty & Spas"
NA,437,2016,3,"Beauty & Spas"
NA,419,2016,3,"Beauty & Spas"
NA,417,2016,3,"Beauty & Spas"
NA,399,2016,3,"Beauty & Spas"
NA,381,2016,3,"Beauty & Spas"
NA,372,2016,3,"Beauty & Spas"
NA,365,2016,3,"Beauty & Spas"
NA,360,2016,3,"Beauty & Spas"
NA,360,2016,3,"Beauty & Spas"
NA,359,2016,3,"Beauty & Spas"
NA,353,2016,3,"Beauty & Spas"
NA,344,2016,3,"Beauty & Spas"
NA,339,2016,3,"Beauty & Spas"
NA,328,2016,3,"Beauty & Spas"
NA,325,2016,3,"Beauty & Spas"
NA,325,2016,3,"Beauty & Spas"
NA,323,2016,3,"Beauty & Spas"
NA,321,2016,3,"Beauty & Spas"
NA,320,2016,3,"Beauty & Spas"
NA,319,2016,3,"Beauty & Spas"
NA,317,2016,3,"Beauty & Spas"
NA,315,2016,3,"Beauty & Spas"
NA,314,2016,3,"Beauty & Spas"
NA,301,2016,3,"Beauty & Spas"
NA,295,2016,3,"Beauty & Spas"
NA,294,2016,3,"Beauty & Spas"
NA,292,2016,3,"Beauty & Spas"
NA,286,2016,3,"Beauty & Spas"
NA,280,2016,3,"Beauty & Spas"
NA,259,2016,3,"Beauty & Spas"
NA,258,2016,3,"Beauty & Spas"
NA,255,2016,3,"Beauty & Spas"
NA,251,2016,3,"Beauty & Spas"
NA,248,2016,3,"Beauty & Spas"
NA,242,2016,3,"Beauty & Spas"
NA,242,2016,3,"Beauty & Spas"
NA,238,2016,3,"Beauty & Spas"
NA,238,2016,3,"Beauty & Spas"
NA,237,2016,3,"Beauty & Spas"
NA,235,2016,3,"Beauty & Spas"
NA,233,2016,3,"Beauty & Spas"
NA,231,2016,3,"Beauty & Spas"
NA,230,2016,3,"Beauty & Spas"
NA,227,2016,3,"Beauty & Spas"
NA,223,2016,3,"Beauty & Spas"
NA,219,2016,3,"Beauty & Spas"
NA,218,2016,3,"Beauty & Spas"
NA,217,2016,3,"Beauty & Spas"
NA,214,2016,3,"Beauty & Spas"
NA,213,2016,3,"Beauty & Spas"
NA,211,2016,3,"Beauty & Spas"
NA,208,2016,3,"Beauty & Spas"
NA,207,2016,3,"Beauty & Spas"
NA,205,2016,3,"Beauty & Spas"
NA,204,2016,3,"Beauty & Spas"
NA,194,2016,3,"Beauty & Spas"
NA,172,2016,3,"Beauty & Spas"
NA,146,2016,3,"Beauty & Spas"
NA,120,2016,3,"Beauty & Spas"
NA,115,2016,3,"Beauty & Spas"
NA,112,2016,3,"Beauty & Spas"
NA,109,2016,3,"Beauty & Spas"
NA,106,2016,3,"Beauty & Spas"
NA,106,2016,3,"Beauty & Spas"
NA,105,2016,3,"Beauty & Spas"
NA,105,2016,3,"Beauty & Spas"
NA,105,2016,3,"Beauty & Spas"
NA,548,2016,3,"Education"
NA,179,2016,3,"Education"
NA,162,2016,3,"Education"
NA,95,2016,3,"Education"
NA,86,2016,3,"Education"
NA,84,2016,3,"Education"
NA,80,2016,3,"Education"
NA,78,2016,3,"Education"
NA,77,2016,3,"Education"
NA,72,2016,3,"Education"
NA,63,2016,3,"Education"
NA,59,2016,3,"Education"
NA,55,2016,3,"Education"
NA,52,2016,3,"Education"
NA,50,2016,3,"Education"
NA,48,2016,3,"Education"
NA,48,2016,3,"Education"
NA,47,2016,3,"Education"
NA,47,2016,3,"Education"
NA,44,2016,3,"Education"
NA,43,2016,3,"Education"
NA,39,2016,3,"Education"
NA,38,2016,3,"Education"
NA,38,2016,3,"Education"
NA,37,2016,3,"Education"
NA,37,2016,3,"Education"
NA,36,2016,3,"Education"
NA,36,2016,3,"Education"
NA,35,2016,3,"Education"
NA,35,2016,3,"Education"
NA,34,2016,3,"Education"
NA,34,2016,3,"Education"
NA,34,2016,3,"Education"
NA,34,2016,3,"Education"
NA,33,2016,3,"Education"
NA,33,2016,3,"Education"
NA,32,2016,3,"Education"
NA,32,2016,3,"Education"
NA,31,2016,3,"Education"
NA,30,2016,3,"Education"
NA,29,2016,3,"Education"
NA,29,2016,3,"Education"
NA,28,2016,3,"Education"
NA,28,2016,3,"Education"
NA,28,2016,3,"Education"
NA,27,2016,3,"Education"
NA,27,2016,3,"Education"
NA,27,2016,3,"Education"
NA,27,2016,3,"Education"
NA,27,2016,3,"Education"
NA,25,2016,3,"Education"
NA,25,2016,3,"Education"
NA,25,2016,3,"Education"
NA,24,2016,3,"Education"
NA,24,2016,3,"Education"
NA,23,2016,3,"Education"
NA,23,2016,3,"Education"
NA,23,2016,3,"Education"
NA,23,2016,3,"Education"
NA,22,2016,3,"Education"
NA,22,2016,3,"Education"
NA,22,2016,3,"Education"
NA,21,2016,3,"Education"
NA,21,2016,3,"Education"
NA,19,2016,3,"Education"
NA,19,2016,3,"Education"
NA,18,2016,3,"Education"
NA,18,2016,3,"Education"
NA,18,2016,3,"Education"
NA,17,2016,3,"Education"
NA,17,2016,3,"Education"
NA,17,2016,3,"Education"
NA,17,2016,3,"Education"
NA,16,2016,3,"Education"
NA,16,2016,3,"Education"
NA,16,2016,3,"Education"
NA,16,2016,3,"Education"
NA,16,2016,3,"Education"
NA,16,2016,3,"Education"
NA,16,2016,3,"Education"
NA,16,2016,3,"Education"
NA,15,2016,3,"Education"
NA,15,2016,3,"Education"
NA,15,2016,3,"Education"
NA,15,2016,3,"Education"
NA,15,2016,3,"Education"
NA,15,2016,3,"Education"
NA,14,2016,3,"Education"
NA,14,2016,3,"Education"
NA,14,2016,3,"Education"
NA,14,2016,3,"Education"
NA,14,2016,3,"Education"
NA,14,2016,3,"Education"
NA,14,2016,3,"Education"
NA,14,2016,3,"Education"
NA,13,2016,3,"Education"
NA,13,2016,3,"Education"
NA,13,2016,3,"Education"
NA,13,2016,3,"Education"
NA,13,2016,3,"Education"
NA,2956,2016,3,"Event Planning & Services"
NA,2686,2016,3,"Event Planning & Services"
NA,2230,2016,3,"Event Planning & Services"
NA,1918,2016,3,"Event Planning & Services"
NA,1160,2016,3,"Event Planning & Services"
NA,968,2016,3,"Event Planning & Services"
NA,944,2016,3,"Event Planning & Services"
NA,909,2016,3,"Event Planning & Services"
NA,894,2016,3,"Event Planning & Services"
NA,820,2016,3,"Event Planning & Services"
NA,804,2016,3,"Event Planning & Services"
NA,659,2016,3,"Event Planning & Services"
NA,528,2016,3,"Event Planning & Services"
NA,510,2016,3,"Event Planning & Services"
NA,475,2016,3,"Event Planning & Services"
NA,459,2016,3,"Event Planning & Services"
NA,458,2016,3,"Event Planning & Services"
NA,455,2016,3,"Event Planning & Services"
NA,440,2016,3,"Event Planning & Services"
NA,425,2016,3,"Event Planning & Services"
NA,425,2016,3,"Event Planning & Services"
NA,420,2016,3,"Event Planning & Services"
NA,408,2016,3,"Event Planning & Services"
NA,399,2016,3,"Event Planning & Services"
NA,397,2016,3,"Event Planning & Services"
NA,383,2016,3,"Event Planning & Services"
NA,382,2016,3,"Event Planning & Services"
NA,374,2016,3,"Event Planning & Services"
NA,360,2016,3,"Event Planning & Services"
NA,360,2016,3,"Event Planning & Services"
NA,359,2016,3,"Event Planning & Services"
NA,351,2016,3,"Event Planning & Services"
NA,346,2016,3,"Event Planning & Services"
NA,341,2016,3,"Event Planning & Services"
NA,338,2016,3,"Event Planning & Services"
NA,334,2016,3,"Event Planning & Services"
NA,325,2016,3,"Event Planning & Services"
NA,324,2016,3,"Event Planning & Services"
NA,319,2016,3,"Event Planning & Services"
NA,315,2016,3,"Event Planning & Services"
NA,306,2016,3,"Event Planning & Services"
NA,304,2016,3,"Event Planning & Services"
NA,299,2016,3,"Event Planning & Services"
NA,298,2016,3,"Event Planning & Services"
NA,296,2016,3,"Event Planning & Services"
NA,294,2016,3,"Event Planning & Services"
NA,292,2016,3,"Event Planning & Services"
NA,289,2016,3,"Event Planning & Services"
NA,289,2016,3,"Event Planning & Services"
NA,285,2016,3,"Event Planning & Services"
NA,282,2016,3,"Event Planning & Services"
NA,278,2016,3,"Event Planning & Services"
NA,275,2016,3,"Event Planning & Services"
NA,273,2016,3,"Event Planning & Services"
NA,272,2016,3,"Event Planning & Services"
NA,269,2016,3,"Event Planning & Services"
NA,269,2016,3,"Event Planning & Services"
NA,267,2016,3,"Event Planning & Services"
NA,256,2016,3,"Event Planning & Services"
NA,255,2016,3,"Event Planning & Services"
NA,255,2016,3,"Event Planning & Services"
NA,254,2016,3,"Event Planning & Services"
NA,253,2016,3,"Event Planning & Services"
NA,253,2016,3,"Event Planning & Services"
NA,251,2016,3,"Event Planning & Services"
NA,246,2016,3,"Event Planning & Services"
NA,245,2016,3,"Event Planning & Services"
NA,244,2016,3,"Event Planning & Services"
NA,243,2016,3,"Event Planning & Services"
NA,242,2016,3,"Event Planning & Services"
NA,242,2016,3,"Event Planning & Services"
NA,240,2016,3,"Event Planning & Services"
NA,238,2016,3,"Event Planning & Services"
NA,238,2016,3,"Event Planning & Services"
NA,234,2016,3,"Event Planning & Services"
NA,230,2016,3,"Event Planning & Services"
NA,230,2016,3,"Event Planning & Services"
NA,227,2016,3,"Event Planning & Services"
NA,226,2016,3,"Event Planning & Services"
NA,224,2016,3,"Event Planning & Services"
NA,222,2016,3,"Event Planning & Services"
NA,222,2016,3,"Event Planning & Services"
NA,219,2016,3,"Event Planning & Services"
NA,219,2016,3,"Event Planning & Services"
NA,212,2016,3,"Event Planning & Services"
NA,211,2016,3,"Event Planning & Services"
NA,139,2016,3,"Event Planning & Services"
NA,136,2016,3,"Event Planning & Services"
NA,128,2016,3,"Event Planning & Services"
NA,126,2016,3,"Event Planning & Services"
NA,120,2016,3,"Event Planning & Services"
NA,117,2016,3,"Event Planning & Services"
NA,116,2016,3,"Event Planning & Services"
